Date,average_price,supply_volume
2025-06-07,72.5,38135.0
2025-06-08,75.2,33325.0
2025-06-09,80.125,33050.0
2025-06-10,90.25,36298.0
2025-06-11,104.25,48100.0
2025-06-12,96.30000000000001,61675.0
2025-06-13,73.69999999999999,57925.0
2025-06-14,71.6,49125.0
2025-06-15,79.625,51901.0
2025-06-16,82.2,50325.0
2025-06-17,83.0,43200.0
2025-06-18,79.4,34476.0
2025-06-19,76.7,51825.0
2025-06-20,77.5,39600.0
2025-06-21,76.25,46225.0
2025-06-22,75.69999999999999,41131.0
2025-06-23,75.0,44400.0
2025-06-24,73.0,39025.0
2025-06-25,71.5,48300.0
2025-06-26,64.0,40950.0
2025-06-27,69.0,41025.0
2025-06-28,65.0,39200.0
2025-06-29,66.0,39137.0
2025-06-30,65.8,44950.0
2025-07-01,63.2,44750.0
2025-07-02,70.0,50750.0
2025-07-03,70.0,26025.0
2025-07-04,68.33,53250.0
2025-07-05,65.0,29500.0
2025-07-06,65.0,37400.0
2025-07-07,69.0,32050.0
2025-07-08,69.0,49025.0
2025-07-09,68.0,42608.0
2025-07-10,65.0,42900.0
2025-07-11,70.0,27800.0
2025-07-12,65.0,44100.0
2025-07-13,65.0,46680.0
2025-07-14,65.0,44075.0
2025-07-15,65.0,45965.0
2025-07-16,65.0,52450.0
2025-07-17,65.0,37550.0
2025-07-18,65.0,44325.0
2025-07-19,65.0,31875.0
2025-07-20,65.0,39250.0
2025-07-21,60.0,32625.0
2025-07-22,60.0,42075.0
2025-07-23,58.5,29275.0
2025-07-24,55.0,46260.0
2025-07-25,55.0,29935.0
2025-07-26,55.0,40503.0
2025-07-27,55.0,28875.0
2025-07-28,55.0,45200.0
2025-07-29,55.6,24850.0
2025-07-30,55.0,39925.0
2025-07-31,55.4,30425.0
2025-08-01,55.75,30550.0
2025-08-02,55.0,32890.0
2025-08-03,55.6,39900.0
2025-08-04,55.725,30900.0
2025-08-05,55.0,40350.0
2025-08-06,56.0,45450.0
2025-08-07,55.0,28450.0
2025-08-08,55.0,36400.0
2025-08-09,59.625,43911.0
2025-08-10,55.0,16500.0
2025-08-11,65.0,38050.0
2025-08-12,64.0,42925.0
2025-08-13,63.6,39323.0
2025-08-14,65.6,33291.0
2025-08-15,65.0,33775.0
2025-08-16,65.0,29075.0
2025-08-17,65.0,30070.0
2025-08-18,74.4,34975.0
2025-08-19,75.6,33650.0
2025-08-20,84.0,39875.0
2025-08-21,85.0,50619.0
2025-08-22,85.0,26600.0
2025-08-23,86.25,48997.0
2025-08-24,86.25,35550.0
2025-08-25,82.6,49670.0
2025-08-26,82.0,35625.0
2025-08-27,76.25,27179.0
2025-08-28,80.0,36151.0
2025-08-29,77.0,39600.0
2025-08-30,77.5,37809.0
2025-08-31,77.5,20511.0
2025-09-01,71.0,29330.0
2025-09-02,73.0,37550.0
2025-09-03,70.15,22700.0
2025-09-04,70.25,28400.0
2025-09-05,73.5,20625.0
2025-09-06,72.5,36925.0
2025-09-07,70.175,37775.0
2025-09-08,69.375,33825.0
2025-09-09,70.0,32900.0
2025-09-11,70.0,0.0
2025-09-12,69.5,0.0
2025-09-13,65.5,19151.0
2025-09-14,66.5,25825.0
2025-09-15,65.0,30150.0
2025-09-16,65.0,45175.0
2025-09-17,65.0,23850.0
2025-09-18,65.0,28350.0
2025-09-19,69.7,43175.0
2025-09-20,70.0,30440.0
2025-09-21,66.4,27145.0
2025-09-22,68.0,33175.0
2025-09-23,66.0,17850.0
2025-09-24,65.2,37479.0
2025-09-25,65.0,26788.0
2025-09-26,62.8,21625.0
2025-09-27,65.0,32922.0
2025-09-28,75.0,28800.0
2025-09-29,75.0,45115.0
2025-09-30,75.0,31058.0
2025-10-01,75.0,18889.0
2025-10-02,75.0,10655.0
2025-10-03,75.0,3098.0
2025-10-04,75.0,26635.0
2025-10-05,75.0,23625.0
2025-10-06,75.0,33455.0
2025-10-07,75.0,24190.0
2025-10-08,73.0,32475.0
2025-10-09,75.0,41650.0
2025-10-10,75.0,20150.0
2025-10-11,75.0,26049.0
2025-10-12,75.0,30975.0
2025-10-13,73.6,33600.0
2025-10-14,73.75,32275.0
2025-10-15,67.4,39226.0
2025-10-16,64.4,49155.0
2025-10-17,62.8,32550.0
2025-10-18,62.8,36600.0
2025-10-19,52.25,29550.0
2025-10-20,52.5,25525.0
2025-10-21,54.575,33176.0
2025-10-22,55.475,23725.0
2025-10-23,54.875,10764.0
2025-10-24,55.375,2750.0
2025-10-25,60.375,24756.0
2025-10-26,60.375,28900.0
2025-10-27,61.165,43004.0
2025-10-28,59.165,30125.0
2025-10-29,60.0,47125.0
2025-10-30,67.2,44043.0
2025-10-31,70.0,8825.0
2025-11-01,72.3,22300.0
2025-11-02,70.0,46502.0
2025-11-03,75.0,92925.0
2025-11-05,75.0,29725.0
2025-11-06,85.0,40575.0
2025-11-07,95.0,51925.0
2025-11-08,95.0,50870.0
2025-11-09,95.0,76200.0
