Date,Average_Price,Supply_Volume,USD_TO_NPR,Diesel,is_festival,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation,Dhading_Wind_Speed,Dhading_Temperature,Dhading_Precipitation,Dhading_Rainfall_MM,Dhading_Air_Pressure,Kathmandu_Wind_Speed,Kathmandu_Temperature,Kathmandu_Precipitation,Kathmandu_Rainfall_MM,Kathmandu_Air_Pressure,Kavre_Wind_Speed,Kavre_Temperature,Kavre_Precipitation,Kavre_Rainfall_MM,Kavre_Air_Pressure,Sarlahi_Wind_Speed,Sarlahi_Temperature,Sarlahi_Precipitation,Sarlahi_Rainfall_MM,Sarlahi_Air_Pressure,day,month,day_of_week,is_weekend,month_sin,month_cos
2022-01-01,86.67,96650.0,119.24,119.0,0,0,0,0,1,6.03,6.9,6.95,0.0,0.0,854.0,7.5,10.35,0.0,0.0,874.8,6.4,8.5,0.0,0.0,851.7,9.4,15.05,0.0,0.0,1008.25,1,1,5,1,0.49999999999999994,0.8660254037844387
2022-01-02,108.0,142555.0,119.24,119.0,0,0,0,0,1,6.03,8.0,7.15,0.0,0.0,853.5,8.4,9.35,0.2,0.2,873.5999999999999,6.4,8.9,0.0,0.0,850.7,10.4,14.45,0.0,0.0,1006.6,2,1,6,0,0.49999999999999994,0.8660254037844387
2022-01-03,115.0,132175.0,119.24,119.0,0,0,0,0,1,6.03,6.6,7.449999999999999,0.0,0.0,851.55,9.4,11.0,0.0,0.0,872.3499999999999,6.1,9.35,0.0,0.0,849.7,10.9,14.3,0.0,0.0,1004.6,3,1,0,0,0.49999999999999994,0.8660254037844387
2022-01-04,95.0,122675.0,119.12,119.0,0,0,0,0,1,6.03,6.6,7.35,0.0,0.0,851.3,6.9,11.45,0.0,0.0,872.6,6.5,9.8,0.0,0.0,849.7,6.9,13.95,0.0,0.0,1005.6,4,1,1,0,0.49999999999999994,0.8660254037844387
2022-01-05,96.67,118475.0,119.59,119.0,0,0,0,0,1,6.03,7.0,9.15,0.0,0.0,852.8499999999999,6.5,11.1,0.0,0.0,872.5999999999999,7.4,9.4,0.0,0.0,849.1500000000001,7.9,14.65,0.0,0.0,1004.7,5,1,2,0,0.49999999999999994,0.8660254037844387
2022-01-06,86.67,135350.0,119.28,119.0,0,0,0,0,1,6.03,6.0,9.4,1.9,1.9,852.95,7.9,12.0,2.0,2.0,873.3,6.3,10.4,2.2,2.2,850.1,9.8,15.35,1.8,1.8,1004.2,6,1,3,0,0.49999999999999994,0.8660254037844387
2022-01-07,96.67,81375.0,119.49,119.0,0,0,0,0,1,6.03,8.7,10.5,0.0,0.0,853.35,7.7,13.05,0.3,0.3,873.6,5.3,11.3,0.3,0.3,850.6,8.8,16.3,0.1,0.1,1005.5,7,1,4,0,0.49999999999999994,0.8660254037844387
2022-01-08,96.67,119750.0,119.2,119.0,0,0,0,0,1,6.03,6.1,10.6,1.1,1.1,853.6,5.5,12.6,2.2,2.2,873.9,6.5,11.5,2.0,2.0,850.7,11.3,16.450000000000003,0.0,0.0,1004.85,8,1,5,1,0.49999999999999994,0.8660254037844387
2022-01-09,76.67,88300.0,119.2,119.0,0,0,0,0,1,6.03,7.7,10.8,0.0,0.0,851.45,7.4,13.0,0.0,0.0,871.2,5.8,11.15,0.1,0.1,848.05,8.7,16.15,0.0,0.0,1002.0,9,1,6,0,0.49999999999999994,0.8660254037844387
2022-01-10,75.0,174700.0,119.2,119.0,0,0,0,0,1,6.03,8.6,10.7,0.4,0.4,852.55,6.2,12.2,0.7,0.7,872.05,7.2,10.3,3.3,3.3,848.8,9.0,17.049999999999997,0.0,0.0,1003.1,10,1,0,0,0.49999999999999994,0.8660254037844387
2022-01-11,76.67,125500.0,118.77,119.0,0,0,0,0,1,6.03,7.7,9.55,0.0,0.0,852.5,6.4,12.15,0.0,0.0,872.35,7.6,10.45,0.7,0.7,849.2,11.0,17.55,0.1,0.1,1002.75,11,1,1,0,0.49999999999999994,0.8660254037844387
2022-01-12,76.67,135190.0,118.56,119.0,0,0,0,0,1,6.03,8.1,8.35,3.8,3.8,850.9,6.8,11.15,6.4,6.4,871.3499999999999,9.0,8.45,1.5,1.5,847.9,19.4,16.4,4.3,4.3,1003.0,12,1,2,0,0.49999999999999994,0.8660254037844387
2022-01-13,76.67,82150.0,118.56,119.0,0,0,0,0,1,6.03,6.8,7.05,0.0,0.0,851.2,7.2,8.049999999999999,0.0,0.0,870.7,6.9,7.25,3.1,3.1,847.45,8.9,15.2,0.9,0.9,1003.95,13,1,3,0,0.49999999999999994,0.8660254037844387
2022-01-14,76.67,95875.0,118.52,119.0,0,0,0,0,1,6.03,7.1,6.75,0.0,0.0,851.05,7.2,9.5,0.0,0.0,871.1,6.1,7.7,0.0,0.0,847.9,11.5,14.3,0.0,0.0,1004.3,14,1,4,0,0.49999999999999994,0.8660254037844387
2022-01-15,76.67,68475.0,118.95,119.0,0,0,0,0,1,6.03,7.9,6.9,0.0,0.0,851.1,7.7,8.9,0.3,0.3,871.1,5.7,7.7,0.2,0.2,847.8,13.0,13.45,0.0,0.0,1005.2,15,1,5,1,0.49999999999999994,0.8660254037844387
2022-01-16,76.67,85550.0,118.95,119.0,0,0,0,0,1,6.03,6.3,6.5,0.0,0.0,851.85,7.3,9.25,0.0,0.0,871.8,7.4,7.85,0.0,0.0,848.75,12.8,14.1,0.0,0.0,1006.7,16,1,6,0,0.49999999999999994,0.8660254037844387
2022-01-17,66.67,69753.0,118.95,119.0,0,0,0,0,1,6.03,7.1,8.35,0.0,0.0,853.25,7.0,11.55,0.0,0.0,873.7,6.9,9.25,0.0,0.0,850.5,9.1,13.8,0.0,0.0,1007.2,17,1,0,0,0.49999999999999994,0.8660254037844387
2022-01-18,66.67,121750.0,119.09,119.0,0,0,0,0,1,6.03,7.3,7.85,0.0,0.0,851.3,7.0,11.65,0.0,0.0,872.4,6.6,10.05,0.9,0.9,849.3,9.3,13.45,0.0,0.0,1004.15,18,1,1,0,0.49999999999999994,0.8660254037844387
2022-01-19,65.83500000000001,99600.0,119.62,122.0,0,0,0,0,1,6.03,7.6,8.5,0.0,0.0,849.95,10.6,11.2,0.0,0.0,870.7,6.9,8.9,0.0,0.0,847.25,13.1,13.5,0.0,0.0,1002.0,19,1,2,0,0.49999999999999994,0.8660254037844387
2022-01-20,66.67,93550.0,119.39,122.0,0,0,0,0,1,6.03,5.2,7.1000000000000005,0.3,0.3,847.4000000000001,6.5,9.35,1.3,1.3,867.85,7.7,7.25,0.7,0.7,844.65,7.9,13.3,0.4,0.4,1000.0,20,1,3,0,0.49999999999999994,0.8660254037844387
2022-01-21,55.835,78800.0,119.51,122.0,0,0,0,0,1,6.03,5.6,6.6,0.7,0.7,847.8,6.3,8.25,1.5,1.5,867.55,5.6,6.25,2.5,2.5,844.1500000000001,9.5,15.6,0.0,0.0,1000.3,21,1,4,0,0.49999999999999994,0.8660254037844387
2022-01-22,56.67,71625.0,119.37,122.0,0,0,0,0,1,6.03,6.4,5.949999999999999,0.0,0.0,845.95,8.2,7.4,0.9,0.9,866.0,8.7,5.8,0.6,0.6,842.4000000000001,8.2,14.2,0.1,0.1,998.8,22,1,5,1,0.49999999999999994,0.8660254037844387
2022-01-23,55.835,77425.0,119.37,122.0,0,0,0,0,1,6.03,9.9,7.9,0.5,0.5,846.7,6.5,9.8,0.8,0.8,866.4,6.6,8.35,0.9,0.9,843.65,18.5,15.75,0.1,0.1,999.25,23,1,6,0,0.49999999999999994,0.8660254037844387
2022-01-24,55.835,65375.0,119.37,122.0,0,0,0,0,1,6.03,5.8,6.2,0.0,0.0,847.7,7.3,7.55,0.1,0.1,866.9000000000001,7.3,6.2,0.0,0.0,843.45,8.9,15.2,0.0,0.0,999.85,24,1,0,0,0.49999999999999994,0.8660254037844387
2022-01-25,56.67,92050.0,119.6,122.0,0,0,0,0,1,6.03,8.9,6.199999999999999,1.3,1.3,846.9,4.5,8.75,2.6,2.6,867.1,7.8,6.9,0.3,0.3,843.9000000000001,9.7,15.8,2.3,2.3,1000.3,25,1,1,0,0.49999999999999994,0.8660254037844387
2022-01-26,55.0,67475.0,119.95,122.0,0,0,0,0,1,6.03,10.1,6.800000000000001,11.4,11.4,848.3,6.2,8.15,1.8,1.8,867.15,11.1,5.1,0.5,0.5,843.7,13.2,13.95,0.1,0.1,1001.8,26,1,2,0,0.49999999999999994,0.8660254037844387
2022-01-27,56.67,101050.0,119.95,122.0,0,0,0,0,1,6.03,9.4,5.65,0.1,0.1,847.8,8.2,7.75,0.6,0.6,867.7,9.3,5.0,0.6,0.6,843.3,15.5,13.4,0.0,0.0,1002.2,27,1,3,0,0.49999999999999994,0.8660254037844387
2022-01-28,55.835,116825.0,120.42,122.0,0,0,0,0,1,6.03,9.9,4.6,0.0,0.0,847.35,8.7,7.050000000000001,0.0,0.0,867.45,8.0,4.7,0.0,0.0,843.5999999999999,15.9,12.45,0.0,0.0,1002.85,28,1,4,0,0.49999999999999994,0.8660254037844387
2022-01-29,55.835,106550.0,120.37,122.0,0,0,0,0,1,6.03,8.4,4.8,0.0,0.0,849.05,7.8,8.3,0.0,0.0,869.5,8.4,6.65,0.0,0.0,845.45,10.9,12.8,0.0,0.0,1003.7,29,1,5,1,0.49999999999999994,0.8660254037844387
2022-01-30,65.83500000000001,116275.0,120.37,122.0,0,0,0,0,1,6.03,10.5,6.5,0.0,0.0,845.6,8.7,8.75,1.0,1.0,865.25,9.2,6.35,0.2,0.2,842.15,8.2,12.75,0.0,0.0,999.95,30,1,6,0,0.49999999999999994,0.8660254037844387
2022-01-31,65.0,106425.0,120.37,122.0,0,0,0,0,1,6.03,10.0,8.4,0.0,0.0,847.8,7.9,10.1,0.6,0.6,867.45,8.7,8.450000000000001,0.0,0.0,843.75,9.8,14.05,0.0,0.0,1000.0,31,1,0,0,0.49999999999999994,0.8660254037844387
2022-02-01,66.67,92550.0,119.68,125.0,0,0,0,0,1,6.23,7.9,6.55,0.0,0.0,845.3499999999999,9.2,7.85,1.4,1.4,864.75,9.2,6.199999999999999,0.9,0.9,840.95,15.9,13.35,0.1,0.1,997.15,1,2,1,0,0.8660254037844386,0.5000000000000001
2022-02-02,56.67,93000.0,119.97,125.0,0,0,0,0,1,6.23,10.2,5.5,0.0,0.0,845.95,8.5,7.8,0.4,0.4,865.85,7.9,6.3,0.0,0.0,843.05,15.7,14.15,0.0,0.0,1000.25,2,2,2,0,0.8660254037844386,0.5000000000000001
2022-02-03,56.67,121075.0,120.05,125.0,0,0,0,0,1,6.23,6.8,6.85,1.7,1.7,848.85,9.2,9.45,2.9,2.9,868.75,8.4,7.5,3.6,3.6,845.2,19.5,15.45,2.7,2.7,1000.75,3,2,3,0,0.8660254037844386,0.5000000000000001
2022-02-04,65.0,121046.0,120.08,125.0,0,0,0,0,1,6.23,14.4,5.75,42.7,42.7,845.7,14.4,8.85,32.4,32.4,865.35,6.8,5.7,17.5,17.5,842.3,25.1,15.1,17.5,17.5,997.9,4,2,4,0,0.8660254037844386,0.5000000000000001
2022-02-05,76.67,101275.0,119.82,125.0,0,0,0,0,1,6.23,8.6,5.75,10.7,10.7,846.1,6.9,6.65,13.3,13.3,865.85,8.3,5.05,12.9,12.9,841.75,10.2,14.25,9.3,9.3,1000.1,5,2,5,1,0.8660254037844386,0.5000000000000001
2022-02-06,76.67,73000.0,119.82,125.0,0,0,0,0,1,6.23,11.1,5.4,0.0,0.0,848.4,8.1,7.1000000000000005,0.0,0.0,868.35,8.8,5.5,0.0,0.0,844.5,10.5,13.1,0.0,0.0,1003.3,6,2,6,0,0.8660254037844386,0.5000000000000001
2022-02-07,75.0,77875.0,119.82,125.0,0,0,0,0,1,6.23,12.3,5.8500000000000005,0.0,0.0,848.8,10.0,8.200000000000001,0.0,0.0,868.65,7.7,7.45,0.0,0.0,845.5999999999999,11.3,14.85,0.0,0.0,1003.2,7,2,0,0,0.8660254037844386,0.5000000000000001
2022-02-08,75.83500000000001,105275.0,119.82,125.0,0,0,0,0,1,6.23,8.9,7.15,0.0,0.0,848.5,10.3,10.45,0.1,0.1,869.0,8.2,7.85,0.0,0.0,845.0,13.1,14.25,0.0,0.0,1002.2,8,2,1,0,0.8660254037844386,0.5000000000000001
2022-02-09,76.67,147600.0,119.9,125.0,0,0,0,0,1,6.23,8.7,7.3,0.1,0.1,849.8,9.3,8.6,0.7,0.7,869.65,10.9,7.25,0.5,0.5,846.3,12.8,15.45,0.0,0.0,1002.9,9,2,2,0,0.8660254037844386,0.5000000000000001
2022-02-10,86.67,147025.0,120.0,125.0,0,0,0,0,1,6.23,9.1,7.65,0.2,0.2,849.5,10.2,9.85,3.0,3.0,869.7,7.4,8.8,0.8,0.8,846.15,14.4,16.15,0.0,0.0,1001.65,10,2,3,0,0.8660254037844386,0.5000000000000001
2022-02-11,76.67,148250.0,120.21,125.0,0,0,0,0,1,6.23,10.1,7.0,0.3,0.3,847.6,7.1,9.65,4.1,4.1,868.2,8.2,7.3,2.7,2.7,844.25,15.8,15.05,0.0,0.0,1001.6,11,2,4,0,0.8660254037844386,0.5000000000000001
2022-02-12,76.67,109125.0,120.92,125.0,0,0,0,0,1,6.23,8.1,6.6,0.0,0.0,848.15,7.1,8.4,0.0,0.0,867.45,8.9,7.800000000000001,0.0,0.0,844.35,9.8,15.65,0.0,0.0,1002.05,12,2,5,1,0.8660254037844386,0.5000000000000001
2022-02-13,76.67,135625.0,120.92,125.0,0,0,0,0,1,6.23,11.3,7.4,0.0,0.0,848.35,9.9,9.4,0.0,0.0,868.4000000000001,8.4,8.7,0.0,0.0,845.4,9.4,15.2,0.0,0.0,1001.9,13,2,6,0,0.8660254037844386,0.5000000000000001
2022-02-14,65.0,103075.0,120.92,125.0,0,0,0,0,1,6.23,10.7,7.7,0.0,0.0,848.4,8.3,10.7,0.0,0.0,868.6,8.7,9.3,0.0,0.0,845.6,8.6,15.65,0.0,0.0,1001.25,14,2,0,0,0.8660254037844386,0.5000000000000001
2022-02-15,76.67,121330.0,121.28,125.0,0,0,0,0,1,6.23,10.1,8.549999999999999,0.0,0.0,848.75,8.6,11.0,0.2,0.2,869.05,7.6,8.7,0.7,0.7,845.5,9.5,16.3,0.0,0.0,999.85,15,2,1,0,0.8660254037844386,0.5000000000000001
2022-02-16,76.67,173071.0,120.84,125.0,0,0,0,0,1,6.23,10.7,8.7,0.0,0.0,847.25,10.0,11.75,1.5,1.5,867.2,7.4,9.3,0.7,0.7,843.6500000000001,14.8,17.1,0.0,0.0,997.45,16,2,2,0,0.8660254037844386,0.5000000000000001
2022-02-17,76.67,157550.0,120.42,125.0,0,0,0,0,1,6.23,10.9,8.3,0.0,0.0,846.1500000000001,10.4,11.45,0.0,0.0,866.25,9.2,9.25,0.8,0.8,842.75,16.6,16.4,0.0,0.0,997.9,17,2,3,0,0.8660254037844386,0.5000000000000001
2022-02-18,76.67,132275.0,120.48,125.0,0,0,0,0,1,6.23,10.8,8.6,0.0,0.0,847.0,8.7,12.0,0.5,0.5,867.85,7.3,9.7,0.5,0.5,844.5,13.0,16.55,0.0,0.0,999.7,18,2,4,0,0.8660254037844386,0.5000000000000001
2022-02-19,76.67,150775.0,119.76,128.0,0,0,0,0,1,6.23,10.9,8.7,0.1,0.1,847.1500000000001,9.8,10.15,0.0,0.0,867.55,10.1,9.85,0.1,0.1,844.0,20.9,15.95,0.0,0.0,998.9,19,2,5,1,0.8660254037844386,0.5000000000000001
2022-02-20,76.67,119250.0,119.76,128.0,0,0,0,0,1,6.23,8.3,7.55,8.7,8.7,842.75,8.0,9.35,0.0,0.0,862.75,9.5,7.7,0.8,0.8,839.6500000000001,13.6,15.6,0.4,0.4,994.9,20,2,6,0,0.8660254037844386,0.5000000000000001
2022-02-21,75.0,123155.0,119.76,128.0,0,0,0,0,1,6.23,7.9,6.85,0.0,0.0,843.2,7.5,9.05,0.9,0.9,863.3,8.7,6.25,1.0,1.0,840.05,11.9,15.75,0.0,0.0,996.3,21,2,0,0,0.8660254037844386,0.5000000000000001
2022-02-22,75.0,136275.0,119.52,128.0,0,0,0,0,1,6.23,10.5,7.45,0.0,0.0,849.1,7.9,9.15,0.5,0.5,868.95,7.0,7.55,0.2,0.2,845.95,14.2,17.1,0.0,0.0,1002.2,22,2,1,0,0.8660254037844386,0.5000000000000001
2022-02-23,65.0,120400.0,120.11,128.0,0,0,0,0,1,6.23,6.2,9.45,0.0,0.0,853.2,10.3,10.35,0.0,0.0,873.0,7.9,9.7,0.3,0.3,849.75,9.6,17.65,0.0,0.0,1004.65,23,2,2,0,0.8660254037844386,0.5000000000000001
2022-02-24,65.0,105050.0,119.6,128.0,0,0,0,0,1,6.23,11.5,10.15,1.0,1.0,852.8499999999999,7.2,13.75,0.6,0.6,873.5,8.3,11.5,0.6,0.6,850.25,17.4,19.7,0.0,0.0,1003.25,24,2,3,0,0.8660254037844386,0.5000000000000001
2022-02-25,65.0,167200.0,121.35,128.0,0,0,0,0,1,6.23,8.2,9.9,3.4,3.4,852.55,7.0,11.85,6.5,6.5,873.4000000000001,8.4,9.85,0.6,0.6,849.95,17.2,19.2,4.2,4.2,1004.5,25,2,4,0,0.8660254037844386,0.5000000000000001
2022-02-26,65.0,134100.0,120.77,128.0,0,0,0,0,1,6.23,9.3,9.7,0.0,0.0,853.8499999999999,8.0,11.7,0.2,0.2,874.0,9.7,9.9,0.3,0.3,850.8499999999999,12.0,19.15,0.2,0.2,1005.55,26,2,5,1,0.8660254037844386,0.5000000000000001
2022-02-28,55.0,153975.0,120.77,128.0,0,0,0,0,1,6.23,8.7,10.85,0.0,0.0,851.0999999999999,11.3,13.5,0.0,0.0,871.7,6.4,11.45,0.0,0.0,848.35,17.7,19.2,0.0,0.0,1001.8,28,2,0,0,0.8660254037844386,0.5000000000000001
2022-03-01,66.67,139850.0,120.85,128.0,1,0,0,1,0,7.14,9.4,12.4,0.0,0.0,853.6500000000001,7.7,13.6,0.0,0.0,873.0,7.4,11.1,0.0,0.0,849.65,12.3,18.3,0.0,0.0,1003.65,1,3,1,0,1.0,6.123233995736766e-17
2022-03-02,66.67,172615.0,120.85,128.0,1,0,0,1,0,7.14,9.8,11.0,0.5,0.5,852.6,10.2,13.6,3.1,3.1,873.1,9.2,11.7,0.2,0.2,849.75,11.3,18.75,0.0,0.0,1003.3,2,3,2,0,1.0,6.123233995736766e-17
2022-03-03,56.67,141200.0,121.43,133.0,1,0,0,1,0,7.14,13.0,13.55,0.2,0.2,852.6500000000001,8.2,15.05,0.4,0.4,872.5,10.7,12.75,1.2,1.2,849.35,14.0,19.700000000000003,0.0,0.0,1002.0,3,3,3,0,1.0,6.123233995736766e-17
2022-03-04,56.67,121700.0,121.76,133.0,1,0,0,1,0,7.14,10.8,12.25,0.0,0.0,851.3499999999999,11.4,13.8,0.0,0.0,871.8,10.3,13.5,0.0,0.0,848.55,25.4,20.75,0.0,0.0,999.6,4,3,4,0,1.0,6.123233995736766e-17
2022-03-06,65.0,137750.0,122.16,133.0,1,0,0,1,0,7.14,10.7,14.75,0.0,0.0,852.1,9.0,15.55,0.0,0.0,871.85,7.2,14.25,0.0,0.0,848.95,10.1,20.45,0.0,0.0,1001.0,6,3,6,0,1.0,6.123233995736766e-17
2022-03-07,65.0,139400.0,122.16,133.0,1,0,0,1,0,7.14,11.2,17.05,0.0,0.0,854.6,6.9,17.7,0.0,0.0,873.95,7.4,16.4,0.0,0.0,851.45,9.0,22.7,0.0,0.0,1001.2,7,3,0,0,1.0,6.123233995736766e-17
2022-03-08,65.0,144450.0,123.44,133.0,1,0,0,1,0,7.14,12.4,16.15,0.0,0.0,852.5,6.2,18.2,0.4,0.4,872.8,9.7,16.450000000000003,0.1,0.1,850.45,11.7,22.75,0.0,0.0,998.95,8,3,1,0,1.0,6.123233995736766e-17
2022-03-09,55.0,160800.0,123.36,133.0,1,0,0,1,0,7.14,9.7,15.5,0.0,0.0,850.9,6.6,18.1,0.0,0.0,871.75,6.3,16.85,0.0,0.0,849.8,10.6,23.4,0.0,0.0,998.85,9,3,2,0,1.0,6.123233995736766e-17
2022-03-10,56.67,153075.0,122.8,133.0,1,0,0,1,0,7.14,9.2,16.2,0.2,0.2,851.85,6.6,17.75,1.1,1.1,871.55,7.4,16.4,0.0,0.0,849.05,9.7,23.15,0.0,0.0,998.4,10,3,3,0,1.0,6.123233995736766e-17
2022-03-11,51.67,151920.0,122.4,133.0,1,0,0,1,0,7.14,11.0,16.1,0.0,0.0,851.7,7.2,16.65,0.0,0.0,871.3499999999999,7.1,15.55,0.1,0.1,848.7,12.6,24.05,0.0,0.0,997.75,11,3,4,0,1.0,6.123233995736766e-17
2022-03-12,51.67,120170.0,122.85,133.0,1,0,0,1,0,7.14,8.9,16.35,0.0,0.0,850.5,9.9,17.1,0.3,0.3,870.5,6.6,16.2,0.0,0.0,848.0999999999999,12.3,23.55,0.0,0.0,997.05,12,3,5,1,1.0,6.123233995736766e-17
2022-03-13,50.835,129700.0,122.85,133.0,1,0,0,1,0,7.14,11.2,16.25,0.0,0.0,850.95,10.7,18.75,0.0,0.0,871.75,7.0,16.799999999999997,0.0,0.0,849.05,15.6,24.4,0.0,0.0,997.9,13,3,6,0,1.0,6.123233995736766e-17
2022-03-14,45.0,124525.0,122.85,133.0,1,0,0,1,0,7.14,10.4,16.85,0.0,0.0,851.7,6.5,19.25,0.0,0.0,872.25,8.3,17.85,0.0,0.0,850.25,12.2,25.15,0.0,0.0,997.65,14,3,0,0,1.0,6.123233995736766e-17
2022-03-15,55.835,103581.0,122.8,133.0,1,0,0,1,0,7.14,10.4,18.2,0.0,0.0,850.0999999999999,8.7,20.0,0.0,0.0,870.5,7.6,18.25,0.0,0.0,847.95,11.9,25.0,0.0,0.0,994.55,15,3,1,0,1.0,6.123233995736766e-17
2022-03-16,60.5,131225.0,122.88,138.0,1,0,0,1,0,7.14,10.0,18.0,0.0,0.0,847.8,7.2,19.4,2.2,2.2,868.1500000000001,7.1,17.4,0.4,0.4,845.6,7.4,25.9,0.0,0.0,993.25,16,3,2,0,1.0,6.123233995736766e-17
2022-03-17,55.835,158295.0,122.33,138.0,1,0,0,1,0,7.14,7.3,18.5,0.0,0.0,850.6,7.4,20.35,0.0,0.0,870.0,7.6,18.5,0.0,0.0,848.15,12.3,27.6,0.0,0.0,995.0,17,3,3,0,1.0,6.123233995736766e-17
2022-03-18,60.0,164533.0,121.58,138.0,1,0,0,1,0,7.14,9.1,19.5,0.0,0.0,852.05,8.9,21.2,0.0,0.0,871.95,7.7,19.85,0.0,0.0,849.8,10.5,28.1,0.0,0.0,995.25,18,3,4,0,1.0,6.123233995736766e-17
2022-03-19,65.0,151985.0,121.58,138.0,1,0,0,1,0,7.14,12.0,19.8,0.0,0.0,849.7,11.0,21.95,0.0,0.0,870.1500000000001,6.1,19.75,0.6,0.6,847.55,10.4,27.95,0.0,0.0,992.8,19,3,5,1,1.0,6.123233995736766e-17
2022-03-20,57.5,124700.0,121.58,138.0,1,0,0,1,0,7.14,11.0,19.7,0.0,0.0,847.85,9.7,21.45,0.0,0.0,868.45,8.6,19.95,0.7,0.7,846.05,15.8,27.55,0.0,0.0,991.95,20,3,6,0,1.0,6.123233995736766e-17
2022-03-21,60.0,97950.0,121.58,138.0,0,0,0,1,0,7.14,10.2,18.4,0.0,0.0,848.5999999999999,9.4,20.0,1.2,1.2,869.2,8.9,18.9,0.0,0.0,846.8,12.6,27.45,0.4,0.4,993.0,21,3,0,0,1.0,6.123233995736766e-17
2022-03-22,65.0,120875.0,122.09,138.0,0,0,0,1,0,7.14,12.7,18.15,0.9,0.9,849.1500000000001,7.7,19.85,1.2,1.2,869.6500000000001,7.4,18.15,0.1,0.1,847.5,14.9,28.1,0.6,0.6,993.95,22,3,1,0,1.0,6.123233995736766e-17
2022-03-23,65.0,158200.0,122.19,138.0,0,0,0,1,0,7.14,15.0,17.7,1.4,1.4,849.85,7.1,19.3,7.2,7.2,870.2,9.5,17.45,16.8,16.8,847.8,17.4,27.9,0.2,0.2,994.25,23,3,2,0,1.0,6.123233995736766e-17
2022-03-24,70.0,216670.0,122.39,138.0,0,0,0,1,0,7.14,10.5,16.35,4.7,4.7,847.55,10.0,17.1,2.0,2.0,867.4,9.0,16.35,1.4,1.4,845.25,17.1,26.3,0.0,0.0,992.3,24,3,3,0,1.0,6.123233995736766e-17
2022-03-25,60.0,224590.0,122.49,138.0,0,0,0,1,0,7.14,14.3,17.55,0.0,0.0,846.7,13.3,19.1,0.0,0.0,866.8,13.0,18.4,0.2,0.2,845.05,25.2,26.9,0.0,0.0,991.75,25,3,4,0,1.0,6.123233995736766e-17
2022-03-26,65.0,231895.0,122.22,138.0,0,0,0,1,0,7.14,12.0,17.3,0.0,0.0,847.6500000000001,11.8,20.0,0.0,0.0,868.25,8.5,17.65,0.1,0.1,845.9,17.5,25.65,0.0,0.0,993.55,26,3,5,1,1.0,6.123233995736766e-17
2022-03-27,65.0,162760.0,122.22,138.0,0,0,0,1,0,7.14,12.7,17.75,0.0,0.0,850.1,7.8,20.05,0.0,0.0,870.6,7.6,18.5,0.0,0.0,849.25,18.5,26.05,0.0,0.0,996.4,27,3,6,0,1.0,6.123233995736766e-17
2022-03-28,65.0,118125.0,122.22,138.0,0,0,0,1,0,7.14,7.8,18.1,0.0,0.0,850.55,8.2,18.65,0.0,0.0,870.3,4.8,16.2,0.0,0.0,847.9,17.8,27.9,0.0,0.0,994.85,28,3,0,0,1.0,6.123233995736766e-17
2022-03-29,66.67,139775.0,122.16,138.0,0,0,0,1,0,7.14,9.9,19.25,0.0,0.0,849.6,6.1,19.0,0.3,0.3,869.4,5.1,18.5,0.0,0.0,847.25,19.0,27.9,0.1,0.1,994.45,29,3,1,0,1.0,6.123233995736766e-17
2022-03-30,55.0,108625.0,121.88,138.0,0,0,0,1,0,7.14,5.0,16.4,17.4,17.4,849.3,4.0,18.8,9.4,9.4,869.6500000000001,3.3,16.9,10.7,10.7,847.2,18.6,27.85,0.0,0.0,995.65,30,3,2,0,1.0,6.123233995736766e-17
2022-03-31,55.0,253675.0,121.76,138.0,0,0,0,1,0,7.14,4.2,15.35,42.6,42.6,849.8,4.2,17.9,17.4,17.4,870.1500000000001,4.3,16.35,25.2,25.2,847.7,17.1,26.65,1.5,1.5,995.55,31,3,3,0,1.0,6.123233995736766e-17
2022-04-01,55.835,153835.0,121.57,138.0,0,0,0,1,0,7.61,9.7,17.15,6.8,6.8,849.1,9.4,19.6,4.6,4.6,869.6,5.3,18.15,4.2,4.2,847.05,16.4,27.4,0.0,0.0,994.65,1,4,4,0,0.8660254037844387,-0.4999999999999998
2022-04-02,55.835,162259.0,121.57,138.0,0,0,0,1,0,7.61,6.3,17.2,6.0,6.0,851.75,5.1,19.200000000000003,6.6,6.6,872.3,9.7,17.700000000000003,10.7,10.7,849.9,17.7,28.05,0.7,0.7,997.6,2,4,5,1,0.8660254037844387,-0.4999999999999998
2022-04-03,56.67,155375.0,121.57,138.0,0,0,0,1,0,7.61,12.7,18.45,1.4,1.4,851.15,10.1,18.85,2.2,2.2,871.8499999999999,5.9,17.45,0.4,0.4,849.05,15.0,27.05,2.9,2.9,996.0,3,4,6,0,0.8660254037844387,-0.4999999999999998
2022-04-04,55.0,172625.0,121.57,138.0,0,0,0,1,0,7.61,9.7,18.15,0.4,0.4,849.0,10.7,20.25,1.1,1.1,869.25,7.3,18.200000000000003,1.0,1.0,846.9,11.2,27.9,0.0,0.0,994.55,4,4,0,0,0.8660254037844387,-0.4999999999999998
2022-04-05,55.0,148975.0,121.18,143.0,0,0,0,1,0,7.61,10.8,18.65,0.0,0.0,852.7,8.9,20.1,0.9,0.9,872.9,6.2,18.7,1.2,1.2,850.8,15.3,29.65,0.0,0.0,997.8,5,4,1,0,0.8660254037844387,-0.4999999999999998
